name,lat,lon,bench-closest,bench-near,restaurant-closest,restaurant-near,bicycle_parking-closest,bicycle_parking-near,fast_food-closest,fast_food-near,waste_basket-closest,waste_basket-near,cafe-closest,cafe-near,post_box-closest,post_box-near,toilets-closest,toilets-near,bank-closest,bank-near,drinking_water-closest,drinking_water-near,pharmacy-closest,pharmacy-near,parking-closest,parking-near,parking_entrance-closest,parking_entrance-near,dentist-closest,dentist-near,fuel-closest,fuel-near,bicycle_rental-closest,bicycle_rental-near,pub-closest,pub-near,post_office-closest,post_office-near,bar-closest,bar-near,recycling-closest,recycling-near,vending_machine-closest,vending_machine-near,car_sharing-closest,car_sharing-near,clinic-closest,clinic-near,place_of_worship-closest,place_of_worship-near,atm-closest,atm-near,waste_disposal-closest,waste_disposal-near,ice_cream-closest,ice_cream-near,library-closest,library-near,charging_station-closest,charging_station-near,fountain-closest,fountain-near,theatre-closest,theatre-near,car_rental-closest,car_rental-near,is_hotel,score
Quality Hotel Airport (South),49.1699891,-123.1443181,0.08578352759278,24,0.041604394776811,15,0.634843555961333,0,0.478614895507425,1,1.78872451746267,0,0.498646830248614,1,0.158589542265487,5,0.544638473700358,0,0.427891808188027,2,0.069790111831067,1,0.277564897351419,2,0.318372937629221,6,0.422247202333403,1,0.855494394121014,0,1.44318430071512,0,2.90775699526865,0,0.05596530530387,1,0.448742624891337,1,0.730941623318184,0,2.09448003957479,0,2.94702831789658,0,0.358627914750759,1,0.811238093753208,0,3.07452421562474,0,0.565366517877489,0,10.4057631272936,0,0.818960771441435,0,0.69329084646111,0,1.0557309306986,0,0.708020493256788,0,3.78205325836999,0,3.05289587852146,0,yes,3.7
JW Marriott parq Vancouver,49.2753903,-123.1127661,0.253938752883397,41,0.0251686677144,19,0.227190028234557,15,0.403542800350692,6,0.326458040038181,9,0.217724997768047,9,0.24975502665103,5,0.66185525975802,0,0.51739443383381,0,0.426986835294225,1,0.373235785599522,1,0.292438360555277,2,0.326092927583214,4,0.477811310525783,1,1.84775461477983,0,0.153718235109557,8,0.255095746003606,2,0.372628274914804,1,0.478681815923038,1,0.656278322508016,0,0.660364271213194,0,0.27295774086941,8,0.579753124031204,0,0.574551269060109,0,0.234977610351064,1,0.676479325413779,0,0.461061095875994,1,1.11966939501696,0,0.467727460749747,1,0.52200944458683,0,0.316370210279292,1,0.712407186869008,0,yes,4.1
"the DOUGLAS, Autograph Collection",49.2760575,-123.1138775,0.149467754184689,36,0.087092898064031,34,0.119239490059671,29,0.300035974118553,11,0.217951907657166,11,0.108647805931962,14,0.160611607508774,8,0.555803023234813,0,0.4214241692727,3,0.534483829054312,0,0.270015264821889,2,0.200119238956136,2,0.309962853397854,4,0.386616717904079,3,1.76693827587166,0,0.049613943550835,10,0.145574675803017,3,0.268985107588825,1,0.408199876948602,2,0.549228088585926,0,0.551973451346825,0,0.18203780807259,12,0.488859991887356,1,0.472309126926959,1,0.139805158535166,1,0.678136390711922,0,0.432265451763805,1,1.14953215419392,0,0.369047388311243,1,0.447477538735321,1,0.241131566017352,3,0.617234478478342,0,yes,4.4
Moda Hotel,49.2794963,-123.1204442,0.023826940125193,63,0.014217988798106,97,0.023186707943851,134,0.081345304429429,55,0.027004374773895,63,0.082338038981796,47,0.034527902006243,28,0.196730994493621,6,0.241277619955186,9,0.225298703222183,4,0.078096834949479,6,0.404771811690848,4,0.060483683110937,10,0.119696656728615,7,1.35523518224803,0,0.193910964234211,14,0.094262421150888,14,0.332026095588288,3,0.001768288894175,11,0.185072761242118,2,0.104396015760672,5,0.120662750613431,17,0.189667801037722,3,0.288125673722781,2,0.101581492672568,6,0.983774297431006,0,0.294457466784366,1,1.49264828323463,0,0.319321825306282,2,0.41456534497272,3,0.049381368242301,3,0.3794673107482,3,yes,3.8
Westin Bayshore,49.2921331,-123.1291351,0.062681566254027,21,0.075908772527818,36,0.405783824240248,2,0.381104924014669,5,0.125985760225515,5,0.202414013438742,6,0.077534676964926,12,0.599225599363695,0,0.445170630469004,3,0.565119230921839,0,0.567678484889231,0,0.73522217481015,0,0.503478900308611,0,1.16799571067441,0,0.834773409141085,0,0.305090236048302,4,0.280426233291433,1,0.389080364533793,1,0.520134551438904,0,1.55367901136143,0,1.5154326263717,0,0.307493581485828,4,0.501854251369929,0,0.406889450391582,1,0.385320698560118,1,2.0925394569157,0,0.609998061922412,0,0.568081855497753,0,0.31767003525232,1,0.61689901672223,0,0.128542971776316,1,1.04829334800045,0,yes,4.4
Hotel at the Waldorf,49.2814894,-123.0743321,0.67343321209387,0,0.115572286172988,2,0.157391940944423,1,0.799739231722208,0,0.011527593559526,1,0.048481944699038,2,0.373837022234066,2,0.348960177178626,2,1.27205424368086,0,0.34888885402861,1,1.02184962451255,0,1.57899881897072,0,1.26638762720916,0,1.71903404104113,0,0.609681888200733,0,0.152786403751287,4,0.155104323425229,2,1.14323500800181,0,0.15460349036524,5,0.516449848310916,0,2.05774170850771,0,1.55457941472666,0,2.13307719972579,0,1.29093479207926,0,2.1717316616863,0,1.47664567529518,0,0.216128691962897,1,0.771685471713261,0,0.648082647553424,0,2.83625807140139,0,0.421228684707079,1,1.94422204108698,0,yes,3.6
Hilton Vancouver Airport,49.1717306,-123.1406352,0.363105624660484,15,0.095241164716663,28,0.738149784290093,0,0.285460870337297,1,1.49882882111522,0,0.334594585865046,6,0.224850375804115,4,0.496479742730286,1,0.254267007619301,12,0.397133153496877,1,0.270281588152294,2,0.237534200931267,6,0.619593784563675,0,0.740384510004332,0,1.14123770472783,0,2.64264401427836,0,0.340899152142641,1,0.217249186162985,3,0.411787533682082,1,1.93602189544191,0,2.78052998300056,0,0.655789011226487,0,0.721320968780521,0,2.81414683378284,0,0.300872117854217,1,10.077000904926,0,0.517141742236401,0,0.860213789189015,0,1.10599251108024,0,0.570289632955731,0,3.56321155758972,0,2.75633336985517,0,yes,4.2
Horseshoe Bay Motel,49.3733586,-123.2750233,0.034526269992007,2,0.060860611231065,7,5.74356677900838,0,0.048910955061903,3,0.082522258541932,1,0.080689103355263,4,0.074721435581361,2,0.204517290465006,7,2.98369777534301,0,0.168558141979095,1,0.097770748456819,1,2.96069702198772,0,0.176188528143174,1,10.8731553407726,0,0.098952816294646,1,11.6921690351641,0,0.147795324490951,1,0.07689934415314,1,13.4496327056872,0,5.59312164394908,0,0.311778401339434,5,12.1892643744545,0,13.1722811159588,0,0.478686712003003,1,0.069624767932036,1,5.95587278741435,0,0.165310445879041,1,12.6056300586013,0,13.2886204578251,0,11.6650640072678,0,9.21331307474447,0,14.9141657148689,0,yes,3.8
Sandman Signature Hotel,49.1624776,-122.6656852,0.465155883683586,1,0.05545269643714,10,0.442211363325915,1,0.22993291604908,6,0.468504781264492,1,0.233472689412823,3,1.89183627726118,0,1.21119009516333,0,0.394935421075797,3,2.70943073805775,0,0.456134744106951,2,4.94315464512144,0,6.19261663380246,0,1.08243674426471,0,0.408097699560934,1,30.8925567285166,0,0.367975724479216,1,0.321821469873554,1,0.098872634483997,1,5.59493271601444,0,4.24424708762283,0,15.8845745991532,0,0.427817448416264,2,0.811773025529978,0,1.32186774172226,0,2.06972907177314,0,4.99046637176256,0,1.75585775206531,0,5.29996655427088,0,5.17109360085956,0,5.71655827496773,0,1.58461898137377,0,yes,3.8
Civic Hotel,49.1904199,-122.8483285,0.019587280433459,24,0.01797371179465,20,0.466113123181619,1,0.086311705086142,23,0.026204393296178,12,0.040152948100777,8,0.213777860294884,7,0.427883762546638,3,0.203767379617285,8,0.4242824624462,1,0.316172809482358,1,0.337747392367539,6,0.064077129826723,5,0.160599947564253,3,1.15610336805024,0,17.4258348370405,0,0.30364863380364,1,0.493960283284826,1,0.482830581369347,1,2.65040918181834,0,1.34730280690605,0,4.98599143051557,0,0.259097670808155,1,0.92020671914672,0,0.353685415913742,2,3.16184090856612,0,3.54215479276583,0,0.284792246055616,1,0.472717619981615,1,0.055195063373574,1,3.1503325656161,0,0.259516841717554,1,yes,4.2
Delta Burnaby Hotel and Conference Centre,49.2565552,-123.0069167,0.824544419416509,0,0.049429722591753,5,0.49163878931938,2,0.413736373277017,1,0.609401307509225,0,0.488590358492783,1,0.109673161745264,1,1.64746886607486,0,1.1373331715371,0,0.858188852835163,0,0.916496350227488,0,0.915588779533976,0,0.28944417492824,4,0.908485307197979,0,0.940615512939181,0,4.26608896145772,0,0.681180697482271,0,0.981114025434171,0,2.15386275658216,0,1.49787181015835,0,0.900027229011741,0,3.2660417151196,0,0.723345776184885,0,1.6844908083931,0,2.99529659335939,0,1.8637164998666,0,2.75964009868651,0,0.914901759777363,0,0.583958409671957,0,3.04094938145338,0,4.75572500645526,0,3.03029179393741,0,yes,4.3
Coast Hotel and Convention Centre,49.1059383,-122.6557987,1.11871083157042,0,0.025538299452038,24,0.411722235161998,1,0.053683284976877,7,1.91130836560796,0,0.136282234342378,4,0.293333243577195,2,1.52840683143599,0,0.492800920556298,1,1.90989879288291,0,0.206124987201875,6,0.538886307443589,0,0.106425925034579,2,0.358293769435716,3,1.02494847614534,0,34.1906873978207,0,0.098104120101883,2,0.436721392445982,1,0.0607040463838,2,0.390666912832184,1,1.64293052691687,0,21.5394990642789,0,0.195192862561719,3,0.449782220912361,1,0.417670046531517,1,8.37107579807844,0,1.69057116693494,0,0.253347555953602,1,1.7626885318897,0,1.76862323334327,0,8.47103282222117,0,0.695099899759917,0,yes,4.1
Econo Lodge,49.1215842,-122.8448828,0.926238565630756,0,0.544325223952958,0,5.76667810139075,0,0.158029421027738,2,1.55302062144324,0,1.2597085263713,0,0.915959519341509,0,2.08378288121747,0,1.29998226832307,0,4.34991420313531,0,1.33093937739165,0,2.20326889747247,0,3.40630162630732,0,3.1259948653424,0,0.337497815725555,1,21.9896142457544,0,1.40836825874573,0,1.32478580804256,0,6.79813685288001,0,1.67603725634663,0,3.73982912826273,0,10.3661857289048,0,3.24473719779985,0,4.69910655609239,0,7.17877386210546,0,3.58382149807286,0,3.83803142526769,0,1.03609016580412,0,7.08818456992983,0,6.56145973412599,0,1.74977788036341,0,7.73626585296401,0,yes,3.6
Econo Lodge Maple Ridge,49.2173687,-122.6200084,1.04593353683497,0,0.087708795641391,1,1.06661382988067,0,0.97864331082333,0,1.05407649229859,0,1.06216985996064,0,0.905908701379879,0,1.05666829275662,0,2.05813618434596,0,1.05359718143596,0,0.998247597457889,0,4.45634663213527,0,1.43035219456225,0,6.09841071112413,0,0.195073084130067,2,32.6537448971574,0,5.0866162648173,0,1.47506726975623,0,1.36347635634639,0,12.0560386691369,0,2.78176387083615,0,14.5744797289195,0,2.00501465178255,0,0.957610278185473,0,5.86105169830957,0,5.69605243293064,0,6.0924483732047,0,1.4847756876477,0,1.3783431587313,0,8.51657154432149,0,6.01656709392519,0,5.76164922985816,0,yes,3.3
Hyatt Regency Vancouver,49.2851852,-123.1206386,0.057608733134695,23,0.062006958946708,83,0.06522837194565,67,0.036670588477772,35,0.032232744229863,49,0.016723592996726,60,0.024555092303006,32,0.257988884771387,3,0.054609739471415,18,0.085957355385328,3,0.126147958544607,7,0.230655038886632,4,0.374295772719148,2,0.376125193883021,1,1.05880510480813,0,0.071528343293787,13,0.155814958019672,6,0.165049102555446,5,0.021476003941166,4,0.588667945729384,0,0.573716119102127,0,0.36811494121471,5,0.517157747027705,0,0.655305737595829,0,0.14360460972484,4,1.14314815966522,0,0.301247933392201,3,1.29745561907374,0,0.384261926847629,1,0.063287091351421,2,0.532468480496238,0,0.2286241608199,2,yes,4.4
Element Vancouver Metrotown,49.2303683,-123.0041598,0.1206238152251,21,0.023914321423074,38,0.394922703587099,5,0.117272484823798,32,0.251648026678177,1,0.147237803349025,14,0.14455426942347,6,0.182801371000858,2,0.062296466740793,6,0.767063981110726,0,0.121688550432443,4,0.338334482533374,2,0.218093401017037,3,0.090052978342155,6,0.140982469594458,1,5.34679228444408,0,0.775968297920162,0,0.130387598340717,3,0.111351037599037,15,1.16334128667616,0,0.400267733711211,3,5.8116996077506,0,0.160822566005594,4,0.795651488992241,0,0.077585457693398,2,0.404057676204299,3,0.188442330118182,1,2.12931138435373,0,1.78859503927303,0,0.130711377199657,1,2.10751775904719,0,0.176879965558713,1,yes,4.4
English Bay Hotel,49.2877619,-123.1407792,0.025190783527855,133,0.030443982836245,26,0.137009849364353,14,0.063239273903497,9,0.036085584337323,4,0.006633454291444,13,0.055427344844633,13,0.072688577734055,4,0.165260567746797,4,0.115108274995387,11,0.219052896740399,2,1.09289711174457,0,0.800992331739197,0,0.783860405261152,0,1.34659790092128,0,0.099670664951903,7,0.106550746710134,1,0.220607476000255,2,0.071482912313129,3,1.80328784229618,0,1.41223900742401,0,0.039356540087892,4,0.866054310624825,0,0.660720432548597,0,0.318634761421522,1,2.5986769054068,0,0.082773946107762,1,0.432080917099116,1,0.703321106383209,0,0.890723167066952,0,0.85922568756182,0,1.50045225836601,0,yes,3.8
Tropicana Suite Hotel,49.2877864,-123.1291925,0.232959074910104,21,0.014141609871426,60,0.065971552884635,11,0.129010459601372,10,0.069348358902632,15,0.05521348361835,22,0.081383105583327,28,0.500532412152921,0,0.226731367758008,2,0.299580889133324,3,0.297506010682547,2,0.593230516274255,0,0.079904474303195,1,0.723368225299428,0,1.09545650176992,0,0.143925254051433,9,0.175776829576563,2,0.239306503098852,3,0.045589621907559,1,1.16915113263847,0,1.11457703092933,0,0.098223390275758,12,0.211797927310192,1,0.230703868208647,1,0.318747736200719,1,1.82637521316001,0,0.139335766900799,3,0.61393517259906,0,0.363587906510958,1,0.30068700088189,1,0.385066179172184,1,0.767085347329034,0,yes,3.5
Travelodge by Wyndham Vancouver Lions Gate,49.3255796,-123.1234498,1.04306719586821,0,0.075791531046686,2,2.0224742981603,0,0.239437489757513,1,0.117725511907556,3,0.748387359694007,0,0.232504281394483,1,1.06916864284116,0,0.741523166115247,0,1.52222012404784,0,0.966010825251814,0,1.10749765978027,0,0.080753780610111,1,0.767308351812263,0,1.11837446616092,0,2.96936535187968,0,1.38919781069662,0,0.968120889214277,0,2.42571278982798,0,3.48741169764784,0,1.39442380889405,0,3.81953848150501,0,2.08420197923766,0,1.183872698025,0,3.56270116184088,0,5.19414727345075,0,1.99302858144718,0,1.98155493003085,0,3.72286024727507,0,3.24705041074519,0,2.98533140153745,0,4.19872833129864,0,yes,3.2
Times Square Suites Hotel,49.2917745,-123.135653,0.063510211895923,61,0.033869155244376,44,0.159071514673079,10,0.052397026307522,10,0.421517397601717,5,0.019809272935645,14,0.169098210645423,14,0.653442948993089,0,0.058386834214967,6,0.189683683018156,7,0.363156020005328,1,1.13396670169929,0,0.713551227918892,0,1.07371774772708,0,1.29986675517314,0,0.07173674667119,6,0.328577795385633,1,0.322886576968178,2,0.619187564747443,0,1.81367380911281,0,1.75289427548695,0,0.445066007153404,1,0.797007338927332,0,0.419830929073637,1,0.329402086839575,1,2.45377846656244,0,0.498078430101883,1,0.155705114387609,1,0.730265919396347,0,0.472153098572645,1,0.403434839473438,1,1.41209143026938,0,yes,4.6
The Listel Hotel,49.2872256,-123.1291922,0.210340244348625,27,0.011341752682746,56,0.014079222518054,14,0.077659715982267,9,0.042803521055304,15,0.033106912471768,21,0.041994506085104,30,0.439833400925022,1,0.185218525109954,2,0.240129302991196,4,0.255301009682211,2,0.600795283270494,0,0.091903699021823,1,0.670224776067313,0,1.1393363834534,0,0.150046926569917,10,0.138214634007939,2,0.190636859540588,3,0.038783167243569,1,1.12470611673,0,1.0674718610389,0,0.093491949692238,12,0.227919419089897,1,0.270141944549489,1,0.360367440152307,1,1.7981368158882,0,0.088718188295682,3,0.646944060927669,0,0.412301776962399,1,0.239919563720721,1,0.446523639381702,1,0.726897714387847,0,yes,4.4
The Hotel at River Rock,49.1960166,-123.1262974,0.104101173870968,1,0.019829026425368,3,1.21395833860006,0,0.5571606674177,0,0.855039418070287,0,0.355453213824723,2,0.063329651744844,1,0.950240593765186,0,1.24056205877652,0,0.198121028666383,1,1.74506963806076,0,0.033164677408906,1,0.535696498321985,0,1.65103347647142,0,0.78307021110492,0,0.37318259743237,1,0.999161540181161,0,1.37215904608391,0,1.4820247724291,0,1.6226374858189,0,1.44961688250918,0,3.34104537126165,0,2.76270745568806,0,2.28501454803181,0,1.00066325319256,0,8.0322771010461,0,1.02133512773583,0,1.88495442339702,0,3.02939965701467,0,0.996719455297449,0,1.18202006947872,0,0.299180039538535,1,yes,4.1
The Queens Hotel,49.1844544,-122.949835,0.455649125909304,4,0.060495751152193,5,0.857380559148744,0,0.068076200822691,2,0.440638959530004,1,0.76315646254012,0,0.134019176959906,1,0.47014430786423,1,2.62120795652801,0,0.582221816130522,0,0.144873451036516,1,2.16152073029361,0,0.466849663653133,1,0.175283349347219,1,3.03931895435328,0,11.6406268660886,0,2.92928180030835,0,0.714481475867765,0,0.527590995198609,0,1.19910555658866,0,3.42506338339569,0,3.30752898466731,0,0.158454228519845,1,2.99794915095557,0,0.473536185311327,1,0.861833327248332,0,2.57591776747448,0,0.492160070186764,1,3.76447963338124,0,0.909639439469549,0,4.35498300028965,0,4.21601340676385,0,yes,4.2
The Met Hotel,49.2045375,-122.90594,0.219263318864286,5,0.027362808435118,8,0.577823762777855,0,0.015834638240092,4,0.411484741373387,1,0.215187214223348,4,0.153986308947527,6,0.128496514443841,1,0.427543357696994,1,0.122876123876929,4,0.634346934607992,0,0.077861938582027,2,0.075514846268705,8,1.01399337097381,0,1.45604825426096,0,12.9741026945483,0,0.664636619493175,0,0.63446756871772,0,0.01275837171205,3,2.19400075599361,0,0.497754731811002,1,0.601623690825549,0,0.460582478080323,1,0.65348698215949,0,1.26166870712094,0,3.52685770430232,0,0.90935230454021,0,3.41734863028096,0,0.457952938930011,1,1.74707064351794,0,5.86693529779301,0,4.67524428513692,0,yes,3.9
The Lodge at Fortius Sport & Health,49.2513009,-122.9674826,1.78426184369,0,0.849961463044819,0,1.78281507634825,0,1.17398737195883,0,0.347406313969882,1,0.031628468183924,1,0.83900836888978,0,0.271996795667888,2,3.10898211404791,0,0.256219362522379,4,2.5447997910798,0,1.08435590983962,0,2.07017349921271,0,3.3350655262082,0,0.977723637788409,0,7.15435332586197,0,2.48625416509036,0,1.23746607074354,0,3.33482225091504,0,0.977242467451537,0,1.80896579052694,0,5.13541568365475,0,2.36870562934463,0,0.385625191922071,1,3.53674514778635,0,2.09911157854827,0,3.49178487588871,0,2.42259256156788,0,2.32509556751882,0,3.5278677904771,0,4.0837537548141,0,3.49503148896952,0,no,4.3
Sandman Suites Surrey-Guildford,49.1950162,-122.8015925,0.275554639639914,2,0.015246199179886,2,0.585272773198074,0,0.557183718243557,0,0.865408320290261,0,0.543256867625958,0,0.379388164731082,2,0.383785752837861,1,0.240472233559409,1,0.62250712290991,0,0.609591394910196,0,0.065475179995445,4,0.347250228515027,2,0.571872916568833,0,0.654500312538175,0,20.3720372730935,0,0.847499807845443,0,0.764157353061749,0,0.587784130125477,0,1.06381175819164,0,1.94480704097046,0,7.21742259883242,0,0.488416783078529,1,1.05687461798524,0,0.58352961797167,0,0.577454938149435,0,1.03884033504053,0,3.59412227169395,0,3.45249856053518,0,0.698012421597671,0,4.63973357681535,0,3.17907162741911,0,yes,4
Embarc Vancouver,49.2805081,-123.1254041,0.129822420856101,84,0.049099928550426,79,0.014201231732677,128,0.037400650748902,52,0.076211616309304,57,0.013166784583198,39,0.089131288163936,25,0.167348805440975,4,0.042563490840207,2,0.165166775307598,5,0.172954538726542,6,0.439428424858251,1,0.074194485953097,11,0.061278177093528,4,1.06940854614728,0,0.046704924888363,12,0.038722332412239,11,0.360379708855924,2,0.209909435259435,10,0.531121257462898,0,0.301299943471076,5,0.094333202654384,15,0.339142087301842,4,0.373616003365516,2,0.217547659386938,3,1.34169963987906,0,0.481359883981541,1,1.37494244083308,0,0.252822414497388,1,0.057312626641331,4,0.317941175319896,2,0.324566827245857,4,yes,4.6
